2017/03/14 Tue 15:23:12,-19,1234567890abcdefghijklmnopqrstuvwxyz,OK
2017/03/14 Tue 15:23:14,-18,1234567890abcdefghijklmnopqrstuvwxyz,OK
2017/03/14 Tue 15:23:16,-18,1234567890abcdefghijklmnopqrstuvwxyz,OK
2017/03/14 Tue 15:23:18,-19,1234567890abcdefghijklmnopqrstuvwxyz,OK
2017/03/14 Tue 15:23:20,-19,1234567890abcdefghijklmnopqrstuvwxyz,OK
2017/03/14 Tue 15:23:22,-19,1234567890abcdefghijklmnopqrstuvwxyz,OK
2017/03/14 Tue 15:23:24,-19,1234567890abcdefghijklmnopqrstuvwxyz,OK
2017/03/14 Tue 15:23:26,-19,1234567890abcdefghijklmnopqrstuvwxyz,OK
2017/03/14 Tue 15:23:28,-19,1234567890abcdefghijklmnopqrstuvwxyz,OK
2017/03/14 Tue 15:23:30,-19,1234567890abcdefghijklmnopqrstuvwxyz,OK
2017/03/14 Tue 15:23:32,-19,1234567890abcdefghijklmnopqrstuvwxyz,OK
2017/03/14 Tue 15:23:34,-19,1234567890abcdefghijklmnopqrstuvwxyz,OK
2017/03/14 Tue 15:23:36,-19,1234567890abcdefghijklmnopqrstuvwxyz,OK
2017/03/14 Tue 15:23:38,-19,1234567890abcdefghijklmnopqrstuvwxyz,OK
2017/03/14 Tue 15:23:40,-19,1234567890abcdefghijklmnopqrstuvwxyz,OK
2017/03/14 Tue 15:23:42,-19,1234567890abcdefghijklmnopqrstuvwxyz,OK
2017/03/14 Tue 15:23:44,-19,1234567890abcdefghijklmnopqrstuvwxyz,OK
2017/03/14 Tue 15:23:46,-19,1234567890abcdefghijklmnopqrstuvwxyz,OK
2017/03/14 Tue 15:23:48,-18,1234567890abcdefghijklmnopqrstuvwxyz,OK
2017/03/14 Tue 15:23:50,-19,1234567890abcdefghijklmnopqrstuvwxyz,OK
2017/03/14 Tue 15:23:52,-19,1234567890abcdefghijklmnopqrstuvwxyz,OK
2017/03/14 Tue 15:23:54,-19,1234567890abcdefghijklmnopqrstuvwxyz,OK
2017/03/14 Tue 15:23:56,-19,1234567890abcdefghijklmnopqrstuvwxyz,OK
2017/03/14 Tue 15:23:58,-19,1234567890abcdefghijklmnopqrstuvwxyz,OK
2017/03/14 Tue 15:24:00,-19,1234567890abcdefghijklmnopqrstuvwxyz,OK
2017/03/14 Tue 15:24:02,-19,1234567890abcdefghijklmnopqrstuvwxyz,OK
2017/03/14 Tue 15:24:04,-19,1234567890abcdefghijklmnopqrstuvwxyz,OK
2017/03/14 Tue 15:24:06,-19,1234567890abcdefghijklmnopqrstuvwxyz,OK
2017/03/14 Tue 15:24:08,-19,1234567890abcdefghijklmnopqrstuvwxyz,OK
2017/03/14 Tue 15:24:10,-19,1234567890abcdefghijklmnopqrstuvwxyz,OK
2017/03/14 Tue 15:24:12,-19,1234567890abcdefghijklmnopqrstuvwxyz,OK
2017/03/14 Tue 15:24:14,-19,1234567890abcdefghijklmnopqrstuvwxyz,OK
2017/03/14 Tue 15:24:16,-19,1234567890abcdefghijklmnopqrstuvwxyz,OK
2017/03/14 Tue 15:24:18,-19,1234567890abcdefghijklmnopqrstuvwxyz,OK
2017/03/14 Tue 15:24:20,-18,1234567890abcdefghijklmnopqrstuvwxyz,OK
